,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
961,ETid-1081,SPAIN,2022-02-21,"1,000",Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
962,ETid-1080,SPAIN,2022-02-21,"1,500","RESTATURANTE FUENTEBRO, S.C.",Art. 13 GDPR,Insufficient fulfilment of information obligations
963,ETid-1079,SPAIN,2022-02-18,"2,500",Private person,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
964,ETid-1078,ITALY,2022-01-27,"40,000",T.S.M. s.r.l.,"Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Insufficient fulfilment of data subjects rights
965,ETid-1077,GREECE,2022-02-15,"30,000",ΛΙΜΕΝΟΣ ΗΡΑΚΛΕΙΟΥ Α.Ε.,"Art. 12 (1), (2) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights
966,ETid-1076,ITALY,2022-01-27,"2,000",Private club 'Ruian',"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
967,ETid-1075,ITALY,2022-01-13,"1,000",A.S.L. Napoli 1 Centro,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
968,ETid-1074,SPAIN,2022-02-16,"6,000",Private individual,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing
969,ETid-1073,SPAIN,2022-02-11,"2,000,000",Amazon Road Transport Spain S.L.,"Art. 6 (1) GDPR, Art. 10 GDPR, Art. 10 LOPDGDD",Insufficient legal basis for data processing
970,ETid-1072,ITALY,2022-01-13,"1,000",Villa Masi Residenza per anziani,Art. 13 GDPR,Insufficient fulfilment of information obligations
971,ETid-1071,SPAIN,2022-02-14,"1,600","RECLAMADOR, S.L.","Art. 17 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
972,ETid-1070,NORWAY,2022-02-01,"5,000",Etterforsker1 Gruppen AS,Art. 6 (1) GDPR,Insufficient legal basis for data processing
973,ETid-1069,POLAND,2021-12-01,"4,000",Pactum Poland Sp. z o.o.,"Art. 31 GDPR, Art. 58 (1) e) GDPR",Insufficient cooperation with supervisory authority
974,ETid-1068,ITALY,2022-01-13,"14,000",Azienda sanitaria unica regionale Marche,"Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security
975,ETid-1067,ITALY,2022-01-13,"4,000",Medicina & Lavoro s.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
976,ETid-1066,ITALY,2021-12-16,"1,000",Università Telematica Internazionale Uninettuno,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
977,ETid-1065,ITALY,2022-01-13,"7,500",Azienda Sanitaria Locale Frosinone,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
978,ETid-1064,ITALY,2021-12-16,"20,000",FCA Italy s.p.a.,Art. 12 GDPR,Insufficient fulfilment of data subjects rights
979,ETid-1063,ITALY,2021-12-16,"100,000",Ubi Banca spa,"Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles
980,ETid-1062,SPAIN,2022-02-07,"10,000","PINTODIS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
981,ETid-1061,SPAIN,2022-02-04,"2,000",Private individual,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing
982,ETid-1060,SPAIN,2022-02-07,"1,000",Cafe operator,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
983,ETid-1059,SPAIN,2022-02-01,"900,000","TELEFÓNICA MÓVILES ESPAÑA, S.A.U.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
984,ETid-1058,SPAIN,2022-02-01,"200,000","XFERA MÓVILES, S.A.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
985,ETid-1057,SPAIN,2022-02-01,"700,000",Orange Espagne S.A.U.,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
986,ETid-1056,SPAIN,2022-02-01,"70,000","ORANGE ESPAÑA VIRTUAL, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
987,ETid-1055,SPAIN,2022-02-01,"3,940,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 5 (2) GDPR",Non-compliance with general data processing principles
988,ETid-1054,ITALY,2021-12-17,"10,000",ASL Latina,"Art. 5 (1) f) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
989,ETid-1053,SPAIN,2022-02-04,"300,000","SEGURCAIXA ADESLAS, S.A. DE SEGUROS Y REASEGUROS","Art. 6 GDPR, Art. 17 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing
990,ETid-1052,SPAIN,2022-02-04,900,Private person,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
991,ETid-1051,BELGIUM,2022-02-02,"250,000",IAB Europe,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 32 (1), (2) GDPR, Art. 37 GDPR",Insufficient legal basis for data processing
992,ETid-1050,GERMANY,2020,Fine amount between EUR 50 and EUR 100,Restaurant,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
993,ETid-1049,GERMANY,2020,Fine amount between EUR 50 and EUR 100,Restaurant,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
994,ETid-1048,GERMANY,2020,Fine amount between EUR 50 and EUR 100,Restaurant,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
995,ETid-1047,SPAIN,2022-02-02,"2,000","ASESORES DE SEGURIDAD PRIVADA, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
996,ETid-1046,GERMANY,2020,"13,000",Company,Art. 26 (2) GDPR,Insufficient data processing agreement
997,ETid-1045,GERMANY,2020,Unknown,Company,"Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
998,ETid-1044,GERMANY,2020,"3,000",Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
999,ETid-1043,GERMANY,2020,Fine amount between EUR 300 and EUR 400,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1000,ETid-1042,GERMANY,2020,Fine amount between EUR 300 and EUR 400,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1001,ETid-1041,GERMANY,2020,Fine amount between EUR 300 and EUR 400,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1002,ETid-1040,GERMANY,2020,Fine amount between EUR 400 and EUR 600,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1003,ETid-1039,GERMANY,2020,Fine amount between EUR 400 and EUR 600,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1004,ETid-1038,GERMANY,2020,Fine amount between EUR 400 and EUR 600,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1005,ETid-1037,GERMANY,2020,400,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1006,ETid-1036,GERMANY,2020,300,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1007,ETid-1035,GERMANY,2020,"10,000",Clearview AI Inc.,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
1008,ETid-1034,GERMANY,2020,Fine in five-digit amount,Corporation,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
1009,ETid-1033,GERMANY,2020,Fine in three-digit amount,Medical assistant,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1010,ETid-1032,GERMANY,2020,Fine in four-digit amount,Operator of a ballet school,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 (1) GDPR",Insufficient legal basis for data processing
1011,ETid-1031,GERMANY,2019-11,"5,000",Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1012,ETid-1030,GERMANY,2020,300,Employee at a Covid 19 testing center,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles
1013,ETid-1029,GERMANY,2020,"10,000",Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1014,ETid-1028,GERMANY,2020,Unknown,Police officer,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
1015,ETid-1027,ITALY,2021-11-25,"200,000",Aimon Srl,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 12 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1016,ETid-1026,ITALY,2021-11-25,"400,000",B&T S.p.A.,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1017,ETid-1025,GREECE,2022-01-27,"3,200,000",OTE Group,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1018,ETid-1024,GREECE,2022-01-27,"6,000,000",Cosmote Mobile Telecommunications S.A.,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 25 (1) GDPR, Art. 26 GDPR, Art. 28 GDPR, Art. 35 (7) GDPR",Insufficient technical and organisational measures to ensure information security
1019,ETid-1023,BELGIUM,2022-01-27,"2,800",EU DisinfoLab,"Art. 5 (1) a), c), f) GDPR, Art. 6 (1) GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 30 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
1020,ETid-1022,BELGIUM,2022-01-27,"1,200",Researcher,"Art. 5 (1) a), c), f) GDPR, Art. 6 (1) GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
1021,ETid-1021,SPAIN,2022-01-31,"5,000","INCOPROSOL, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1022,ETid-1020,SPAIN,2022-01-31,"5,000",Cyrana España General S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1023,ETid-1019,SPAIN,2022-01-31,"1,500",Property Owner Community,Art. 6 GDPR,Insufficient legal basis for data processing
1024,ETid-1018,ROMANIA,2022-02-01,"1,000",SC Grupex 2000 SRL,"Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1025,ETid-1017,HUNGARY,2021-12-03,843,Lawyer,"Art. 5 (1) a), b) GDPR, Art. 6 (1) GDPR, Art. 9 (1) GDPR",Insufficient legal basis for data processing
1026,ETid-1016,ITALY,2021-12-16,"20,000",Corradi s.r.l.,"Art. 5 (1) a), c), e) GDPR, Art. 13 GDPR, Art. 157 Codice della privacy",Non-compliance with general data processing principles
1027,ETid-1015,ITALY,2021-12-16,"10,000",Centro di Medicina preventiva s.r.l.,"Art. 5 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 37 GDPR",Insufficient technical and organisational measures to ensure information security
1028,ETid-1014,SWEDEN,2022-01-26,"152,000",Uppsala hospital board,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
1029,ETid-1013,SWEDEN,2022-01-26,"28,500",Uppsala regional board,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
1030,ETid-1012,FINLAND,2021-12-16,"52,000",Motor insurance center,"Art. 5 (1) a), c) GDPR, Art. 25 (2) GDPR",Non-compliance with general data processing principles
1031,ETid-1011,FINLAND,2021-12-16,"6,500",Travel agency,"Art. 5 (1) f) GDPR, Art. 17 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1032,ETid-1010,ITALY,2021-12-02,"5,000",Azienda USL di Parma,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
1033,ETid-1009,IRELAND,2021-12-09,"110,000",Limerick City and County Council,"Art. 13 GDPR, Art. 12 GPDR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
1034,ETid-1008,SPAIN,2022-01-21,"1,200",Property Owner Community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1035,ETid-1007,SPAIN,2022-01-21,"2,000",Website operator,Art. 13 GDPR,Insufficient fulfilment of information obligations
1036,ETid-1006,ROMANIA,2022-01-20,"3,000",Kaufland România SCS,Art. 15 (3) GDPR,Insufficient fulfilment of data subjects rights
1037,ETid-1005,ITALY,2021-12-16,"26,500,000",Enel Energia S.p.A,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 130 (1), (2), (4) Codice della privacy",Insufficient legal basis for data processing
1038,ETid-1004,SPAIN,2022-01-14,"2,400","PHARMA TALENTS, S.L.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1039,ETid-1003,LUXEMBOURG,2021-11-09,"1,500",Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
1040,ETid-1002,SPAIN,2022-01-18,"15,000","GARLEX SOLUTIONS, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
1041,ETid-1001,LUXEMBOURG,2021-12-01,"6,800",Unknown,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
1042,ETid-1000,SPAIN,2022-01-17,"1,500",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1043,ETid-999,SPAIN,2022-01-17,"2,000",MEETING PUERTO C.B.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1044,ETid-998,SPAIN,2022-01-14,"1,500",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1045,ETid-997,SPAIN,2022-01-18,"56,000","VODAFONE ESPAÑA, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
1046,ETid-996,MALTA,2022-01-17,"65,000",C-Planet (IT Solutions) Limited,"Art. 5 (1) f) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 14 GDPR, Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security
1047,ETid-995,PORTUGAL,2021-12-21,"1,250,000",Lisbon City Council,"Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 (1) a) GDPR, Art. 13 (1), (2) GDPR, Art. 35 (3) GDPR",Insufficient legal basis for data processing
1048,ETid-994,BELGIUM,2021-12-16,"75,000",Bank,Art. 38 (6) GDPR,Insufficient involvement of data protection officer
1049,ETid-993,ITALY,2021-11-25,"6,000",Società H San Raffaele Resnati s.r.l.,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
1050,ETid-992,ITALY,2021-12-02,"30,000",Casa di cura Fondazione Gaetano e Piera Borghi s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1051,ETid-991,ITALY,2021-12-02,"7,000",Società Med Store Saronno s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1052,ETid-990,GREECE,2021-12-29,"75,000",Greek Ministry of Tourism,"Art. 13 GDPR, Art. 32 GDPR, Art. 33 GDPR, Art. 37 GDPR",Insufficient technical and organisational measures to ensure information security
1053,ETid-989,SPAIN,2022-01-13,"1,500",Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
1054,ETid-988,AUSTRIA,2022-01-14,"8,000,000",REWE International AG,Unknown,Unknown
1055,ETid-987,IRELAND,2021-12-02,"60,000",Irish Teacher Council,"Art. 5 (1) GDPR, Art. 32 (1) GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
1056,ETid-986,GREECE,2021-12-31,"30,000",INFO COMMUNICATION SERVICES,"Art. 13 GDPR, Art. 14 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of information obligations
1057,ETid-985,GREECE,2021-12-31,"25,000",PLUS REAL ADVERTISEMENT,"Art. 13 GDPR, Art. 14 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of information obligations
1058,ETid-984,POLAND,2021-12-09,"10,000",Warsaw University of Technology,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
1059,ETid-983,SPAIN,2022-01-11,"9,000",EDUCANDO JUNTOS SL,"Art. 6 (1) GDPR, Art. 17 GDPR",Insufficient legal basis for data processing
1060,ETid-982,SPAIN,2022-01-11,"3,000",Property Owner Community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1061,ETid-981,GREECE,2022-01-05,"1,000",Εγνατία Οδός Α.Ε.,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights
1062,ETid-980,FRANCE,2021-12-31,"60,000,000",Facebook Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
1063,ETid-979,FRANCE,2021-12-31,"60,000,000",Google Ireland Ltd.,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
1064,ETid-978,FRANCE,2021-12-31,"90,000,000",Google LLC,Art. 82 loi Informatique et Libertés,Insufficient legal basis for data processing
1065,ETid-977,ROMANIA,2021-12-06,"6,000",Telekom Romania Communications SA,"Art. 5 (1) d), f) GDPR, Art. 5 (2) GDPR, Art. 17 GDPR",Non-compliance with general data processing principles
1066,ETid-976,ITALY,2021-11-11,"150,000",TIM S.p.A.,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
1067,ETid-975,ITALY,2021-12-02,"30,000",Ica s.r.l.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1068,ETid-974,NORWAY,2021-12-13,"20,000",Elektro & Automasjon Systemer AS,Art. 6 (1) f) GDPR,Insufficient legal basis for data processing
1069,ETid-973,SPAIN,2021-12-28,"2,000",Call shop manager,Art. 13 GDPR,Insufficient fulfilment of information obligations
1070,ETid-972,FRANCE,2021-12-28,"300,000",FREE MOBILE,"Art. 12 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient fulfilment of data subjects rights
1071,ETid-971,FRANCE,2021-12-28,"180,000",SLIMPAY,"Art. 28 GDPR, Art. 32 GDPR, Art. 34 GDPR",Insufficient technical and organisational measures to ensure information security
1072,ETid-970,SPAIN,2021-12-28,"6,000",REAL CLUB NÁUTICO DE RIBADEO,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1073,ETid-969,SPAIN,2021-12-28,"2,000","VENTANAS MAKE YOURSELF, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
1074,ETid-968,SPAIN,2021-12-16,"60,000",Banco Bilbao Vizcaya Argentaria S.A.,Art. 6 GDPR,Insufficient legal basis for data processing
1075,ETid-967,SPAIN,2021-12-22,"5,000",HUBSIDE IBÉRICA S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1076,ETid-966,SPAIN,2021-12-22,"5,000",Sfam España General s.l.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1077,ETid-965,SPAIN,2021-12-21,"6,000",Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1078,ETid-964,SPAIN,2021-12-23,"1,500",LA OFICINA BAR,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1079,ETid-963,SPAIN,2021-12-17,"4,000",CLUB DEPORTIVO RITMO DE ANDALUCÍA,"Art. 7 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
1080,ETid-962,SPAIN,2021-12-21,"2,000",FUNDACION ESPANOLA DE MEDICINA ESTETICA Y LONGEVIDAD,"Art. 7 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
1081,ETid-961,AUSTRIA,2021-08-05,600,Private individual,Art. 9 GDPR,Insufficient legal basis for data processing
1082,ETid-960,NORWAY,2021-12-17,"3,900",T. Stene Transport AS,Unknown,Unknown
1083,ETid-959,SPAIN,2021-12-17,"2,000",Online retailer,Art. 6 GDPR,Insufficient legal basis for data processing
1084,ETid-958,SPAIN,2021-12-17,"2,000",Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1085,ETid-957,GREECE,2021-12-08,"30,000",One Way Private Company,"Art. 28 (3) c) GDPR, Art. 32 (2), (4) GDPR, Art. 11 (1) Νόμος 3471/2006",Insufficient technical and organisational measures to ensure information security
1086,ETid-956,SPAIN,2021-12-14,"50,000","IZA OBRAS Y PROMOCIONES, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1087,ETid-955,HUNGARY,2021-10-27,"13,500",Car importer,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
1088,ETid-954,DENMARK,2021-12-16,"13,450",Municipality of Frederiksberg,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
1089,ETid-953,SPAIN,2021-12-16,"1,200",Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
1090,ETid-952,FINLAND,2021-12-07,"608,000",Psykoterapiakeskus Vastaamo,"Art. 5 (1) f) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles
1091,ETid-951,AUSTRIA,2021-02-12,"3,000",Unknown,Art. 31 GDPR,Insufficient cooperation with supervisory authority
1092,ETid-950,NORWAY,2021-12-13,"6,300,000",Grindr LLC,"Art. 6 (1) GDPR, Art. 9 (1) GDPR",Insufficient legal basis for data processing
1093,ETid-949,ROMANIA,2021-12-13,"2,000",SC Nobiotic Pharma SRL,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority
1094,ETid-948,NORWAY,2021-11-24,"98,000",Norwegian State Pension Fund (SPK),"Art. 5 (1) c), e) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR",Insufficient legal basis for data processing
1095,ETid-947,BELGIUM,2021-12-08,"10,000",Unknown,"Art. 12 (3) GDPR, Art. 14 (1), (2), (3) GDPR, Art. 15 GDPR, Art. 17 (1) c) GDPR, Art. 21 (2) GDPR",Insufficient fulfilment of data subjects rights
1096,ETid-946,THE NETHERLANDS,2021-11-25,"2,750,000",Dutch Minister of Finance,"Art. 5 (1) a) GDPR, Art. 6 (1) e) GDPR, Art. 8 Wbp",Insufficient legal basis for data processing
1097,ETid-945,SPAIN,2021-12-07,"24,000","NBQ Technology, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
1098,ETid-944,SPAIN,2021-12-03,"1,000",Store owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
1099,ETid-943,GERMANY,2019,"Fine amount between EUR 350 and EUR 1,000",Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
1100,ETid-942,GERMANY,2019,Fine amount between EUR 50 and EUR 800,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
1101,ETid-941,GERMANY,2019,500,Unknown,Art. 15 GDPR,Insufficient fulfilment of data subjects rights
1102,ETid-940,GERMANY,Unknown,600,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
1103,ETid-939,GERMANY,Unknown,300,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
1104,ETid-938,GERMANY,Unknown,50,Unknown,Art. 6 GDPR,Insufficient legal basis for data processing
1105,ETid-937,SPAIN,2021-11-02,"2,000","COOPERA RC SERVICES, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
1106,ETid-936,SPAIN,2021-11-23,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
1107,ETid-935,SPAIN,2021-11-23,"40,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
1108,ETid-934,SPAIN,2021-12-02,"2,000","IMAGINA FRAN SPORT, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations
1109,ETid-933,SPAIN,2021-12-01,"5,000","INTRODUCTION BUSINESS CAPITAL MEDIA, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights
1110,ETid-932,ITALY,2021-10-14,"8,000",Health Protection Agency of Sardinia (ATS),"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1111,ETid-931,ITALY,2021-09-29,"2,000",Physician,"Art. 5 (1) a) GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
1112,ETid-930,UNITED KINGDOM,2021-11-25,"585,000",Cabinet Office,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
1113,ETid-929,ITALY,2021-10-28,"2,000",Anfiteatro Flavio s.r.l.,Art. 13 GDPR,Insufficient fulfilment of information obligations
1114,ETid-928,ITALY,2021-10-28,"2,000",OTTO s.r.l.,Art. 13 GDPR,Insufficient fulfilment of information obligations
1115,ETid-927,LITHUANIA,2021-11-29,"110,000",UAB Prime Leasing,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security
1116,ETid-926,SPAIN,2021-11-30,"5,000",ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
1117,ETid-925,SPAIN,2021-11-30,"20,000","DAVISER SERVICIOS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1118,ETid-924,SPAIN,2021-11-30,"5,000",ASOCIACIÓN ESPAÑOLA PARA LA ENSEÑANZA ONLINE,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
1119,ETid-923,SPAIN,2021-11-30,"1,500",Neighborhood community,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
1120,ETid-922,SPAIN,2021-11-29,"1,000",Restaurant owner,Art. 13 GDPR,Insufficient fulfilment of information obligations
1121,ETid-921,SPAIN,2021-11-29,"4,000","TIGERS MARKET, S.L.","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights
1122,ETid-920,LUXEMBOURG,2021-10-27,"15,400",Unknown,"Art. 38 (1), (3) GDPR, Art. 39 (1) a), b) GDPR",Insufficient involvement of data protection officer
1123,ETid-919,GREECE,2021-10-14,"20,000",ΚΑΠΑ ΛΑΜΔΑ ΩΜΕΓΑ ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,"Art. 6 GDPR, Art. 12 (2) GDPR, Art. 21 GDPR",Insufficient legal basis for data processing
1124,ETid-918,SPAIN,2021-11-24,"9,000",UNIÓN FINANCIERA ASTURIANA S.A. E.F.C.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
1125,ETid-917,ICELAND,2021-11-23,"27,200",YAY ehf.,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
1126,ETid-916,ICELAND,2021-11-23,"51,000",Icelandic Ministry of Industry and Innovation,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
