,0,1,2,3,4,5,6,7,8,9,10,date,discipline
53,54,4,,TPE,[TPE] HUANG Yu Kai,,98595,28280,17,Asia,Chinese Taipei,10/31/2023,MS
54,55,3,,NED,[NED] Mark CALJOUW,,76973,27815,15,Europe,Netherlands,10/31/2023,MS
55,56,3,,FIN,[FIN] Kalle KOLJONEN,,92655,27511,18,Europe,Finland,10/31/2023,MS
56,57,3,,BRA,[BRA] Jonathan MATIAS,,86470,27281,19,Pan America,Brazil,10/31/2023,MS
57,58,2,,IND,[IND] Mithun MANJUNATH,,62720,26290,17,Asia,India,10/31/2023,MS
58,59,2,,FRA,[FRA] Alex LANIER,,94580,26130,12,Europe,France,10/31/2023,MS
59,60,1,,MAS,[MAS] CHEAM June Wei,,92796,24650,19,Asia,Malaysia,10/31/2023,MS
60,61,1,,AZE,[AZE] Ade Resky DWICAHYO,,78890,24330,21,Europe,Azerbaijan,10/31/2023,MS
61,62,6,,JPN,[JPN] Koo TAKAHASHI,,86230,23870,13,Asia,Japan,10/31/2023,MS
62,63,,,DEN,[DEN] Victor SVENDSEN,,59420,23860,15,Europe,Denmark,10/31/2023,MS
63,64,5,,THA,[THA] Sitthikom THAMMASIN,,58963,22584,11,Asia,Thailand,10/31/2023,MS
64,65,11,,SGP,[SGP] Jia Heng Jason TEH,,82606,22316,16,Asia,Singapore,10/31/2023,MS
65,66,1,,ESP,[ESP] Pablo ABIAN,,14251,22010,19,Europe,Spain,10/31/2023,MS
66,67,1,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,21993,18,Europe,Spain,10/31/2023,MS
67,68,10,,INA,[INA] Tommy SUGIARTO,,14587,21910,11,Asia,Indonesia,10/31/2023,MS
68,69,2,,GER,[GER] Kai SCHAEFER,,20808,21828,25,Europe,Germany,10/31/2023,MS
69,70,1,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,21670,22,Asia,India,10/31/2023,MS
70,71,16,,IND,[IND] Sathish Kumar KARUNAKARAN,,79164,21460,15,Asia,India,10/31/2023,MS
71,72,2,,MAS,[MAS] Justin HOH,,68392,21400,7,Asia,Malaysia,10/31/2023,MS
72,73,2,,IND,[IND] SAI PRANEETH B.,,42776,21220,14,Asia,India,10/31/2023,MS
73,74,6,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,15,Asia,Sri Lanka,10/31/2023,MS
74,75,3,,KAZ,[KAZ] Dmitriy PANARIN,,82989,21146,17,Asia,Kazakhstan,10/31/2023,MS
75,76,2,,VIE,[VIE] LE Duc Phat,,69345,20970,18,Asia,Vietnam,10/31/2023,MS
76,77,,,MAS,[MAS] SOONG Joo Ven,,87117,20860,20,Asia,Malaysia,10/31/2023,MS
77,78,14,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,20850,8,Europe,Denmark,10/31/2023,MS
78,79,4,,TPE,[TPE] LIAO Jhuo-Fu,,64081,20773,15,Asia,Chinese Taipei,10/31/2023,MS
79,80,1,,HKG,[HKG] CHAN Yin Chak,,57924,20730,10,Asia,Hong Kong China,10/31/2023,MS
80,81,20,,MEX,[MEX] Luis Ramon GARRIDO,,97943,20026,13,Pan America,Mexico,10/31/2023,MS
81,82,14,,USA,[USA] Howard SHU,,46776,19909,22,Pan America,U.S.A.,10/31/2023,MS
82,83,2,,GER,[GER] Fabian ROTH,,57297,19890,22,Europe,Germany,10/31/2023,MS
83,84,10,,JPN,[JPN] Riku HATANO,,62018,19870,15,Asia,Japan,10/31/2023,MS
84,85,3,,ITA,[ITA] Giovanni TOTI,,69253,19682,21,Europe,Italy,10/31/2023,MS
85,86,3,,INA,[INA] Christian ADINATA,,69006,19640,6,Asia,Indonesia,10/31/2023,MS
86,87,2,,ITA,[ITA] Fabio CAPONIO,,87691,19065,19,Europe,Italy,10/31/2023,MS
87,88,,,MAS,[MAS] Sholeh AIDIL,,79110,18510,11,Asia,Malaysia,10/31/2023,MS
88,89,3,,NED,[NED] Joran KWEEKEL,,62286,18383,15,Europe,Netherlands,10/31/2023,MS
89,90,1,,FIN,[FIN] Joakim OLDORFF,,85563,18310,21,Europe,Finland,10/31/2023,MS
90,91,1,,UKR,[UKR] DANYLO BOSNIUK,,58328,18238,19,Europe,Ukraine,10/31/2023,MS
91,92,1,,FRA,[FRA] Lucas CLAERBOUT,,89506,18070,11,Europe,France,10/31/2023,MS
92,93,1,,SWE,[SWE] Felix BURESTEDT,,83985,17825,12,Europe,Sweden,10/31/2023,MS
93,94,1,,AUT,[AUT] Collins Valentine FILIMON,,86887,17770,11,Europe,Austria,10/31/2023,MS
94,95,10,,INA,[INA] Alwi FARHAN,,58089,17700,9,Asia,Indonesia,10/31/2023,MS
95,96,1,,VIE,[VIE] NGUYEN Hai Dang,,64648,17650,18,Asia,Vietnam,10/31/2023,MS
96,97,7,,INA,[INA] Ikhsan Leonardo Imanuel RUMBAY,,90657,17020,9,Asia,Indonesia,10/31/2023,MS
97,98,1,,GER,[GER] Max WEISSKIRCHEN,,84815,16960,17,Europe,Germany,10/31/2023,MS
98,99,26,,IND,[IND] Sameer VERMA,,77003,16780,7,Asia,India,10/31/2023,MS
99,100,2,,TPE,[TPE] WANG Po-Wei,,87029,16690,10,Asia,Chinese Taipei,10/31/2023,MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,101355,15,Europe,Denmark,11/7/2023),MS
1,2,,,INA,[INA] Anthony Sinisuka GINTING,,95661,86031,18,Asia,Indonesia,11/7/2023),MS
2,3,,,CHN,[CHN] LI Shi Feng,,95476,81948,22,Asia,China,11/7/2023),MS
3,4,,,INA,[INA] Jonatan CHRISTIE,,73442,81871,17,Asia,Indonesia,11/7/2023),MS
4,5,,,JPN,[JPN] Kodai NARAOKA,,62063,80915,22,Asia,Japan,11/7/2023),MS
5,6,,,THA,[THA] Kunlavut VITIDSARN,,64032,79778,17,Asia,Thailand,11/7/2023),MS
6,7,,,CHN,[CHN] SHI Yu Qi,,57945,76874,20,Asia,China,11/7/2023),MS
7,8,,,IND,[IND] PRANNOY H. S.,,83950,76037,19,Asia,India,11/7/2023),MS
8,9,,,SGP,[SGP] LOH Kean Yew,,76115,71062,22,Asia,Singapore,11/7/2023),MS
9,10,,,DEN,[DEN] Anders ANTONSEN,,91554,66610,19,Europe,Denmark,11/7/2023),MS
10,11,,,MAS,[MAS] LEE Zii Jia,,81561,66496,23,Asia,Malaysia,11/7/2023),MS
11,12,1,,TPE,[TPE] CHOU Tien Chen,,34810,61917,25,Asia,Chinese Taipei,11/7/2023),MS
12,13,1,,JPN,[JPN] Kenta NISHIMOTO,,85394,61757,25,Asia,Japan,11/7/2023),MS
13,14,,,CHN,[CHN] LU Guang Zu,,77427,60850,20,Asia,China,11/7/2023),MS
14,15,,,MAS,[MAS] NG Tze Yong,,81362,59940,24,Asia,Malaysia,11/7/2023),MS
15,16,,,JPN,[JPN] Kanta TSUNEYAMA,,57823,59721,22,Asia,Japan,11/7/2023),MS
16,17,,,IND,[IND] Lakshya SEN,,68870,57851,20,Asia,India,11/7/2023),MS
17,18,1,,HKG,[HKG] LEE Cheuk Yiu,,94780,57564,25,Asia,Hong Kong China,11/7/2023),MS
18,19,1,,CHN,[CHN] WENG Hong Yang,,77042,56440,20,Asia,China,11/7/2023),MS
19,20,,,HKG,[HKG] NG Ka Long Angus,,45171,54522,24,Asia,Hong Kong China,11/7/2023),MS
20,21,,,TPE,[TPE] LIN Chun-Yi,,86114,49328,25,Asia,Chinese Taipei,11/7/2023),MS
21,22,1,,INA,[INA] Chico Aura DWI WARDOYO,,71408,49064,18,Asia,Indonesia,11/7/2023),MS
22,23,1,,IND,[IND] KIDAMBI Srikanth,,93627,48183,20,Asia,India,11/7/2023),MS
23,24,,,FRA,[FRA] Toma Junior POPOV,,61628,47587,22,Europe,France,11/7/2023),MS
24,25,,,CAN,[CAN] Brian YANG,,63122,47086,25,Pan America,Canada,11/7/2023),MS
25,26,,,JPN,[JPN] Koki WATANABE,,97174,44737,15,Asia,Japan,11/7/2023),MS
26,27,,,DEN,[DEN] Rasmus GEMKE,,62855,43789,13,Europe,Denmark,11/7/2023),MS
27,28,,,TPE,[TPE] WANG Tzu Wei,,87375,42820,21,Asia,Chinese Taipei,11/7/2023),MS
28,29,,,FRA,[FRA] Christo POPOV,,72885,41661,21,Europe,France,11/7/2023),MS
29,30,,,IND,[IND] Priyanshu RAJAWAT,,69093,40170,15,Asia,India,11/7/2023),MS
30,31,,,DEN,[DEN] Magnus JOHANNESEN,,97030,39630,20,Europe,Denmark,11/7/2023),MS
31,32,,,THA,[THA] Kantaphon WANGCHAROEN,,92508,38024,21,Asia,Thailand,11/7/2023),MS
32,33,,,CHN,[CHN] ZHAO Jun Peng,,95930,37668,15,Asia,China,11/7/2023),MS
33,34,,,TPE,[TPE] SU Li Yang,,94397,37350,19,Asia,Chinese Taipei,11/7/2023),MS
34,35,2,,TPE,[TPE] LEE Chia Hao,,59322,36478,20,Asia,Chinese Taipei,11/7/2023),MS
35,36,1,,IND,[IND] Kiran GEORGE,,68317,34910,19,Asia,India,11/7/2023),MS
36,37,2,,IRL,[IRL] Nhat NGUYEN,,85095,34659,21,Europe,Ireland,11/7/2023),MS
37,38,5,,MAS,[MAS] LEONG Jun Hao,,84838,34648,15,Asia,Malaysia,11/7/2023),MS
38,39,3,,JPN,[JPN] Takuma OBAYASHI,,74076,34570,11,Asia,Japan,11/7/2023),MS
39,40,2,,ISR,[ISR] Misha ZILBERMAN,,52953,33814,19,Europe,Israel,11/7/2023),MS
40,41,1,,GUA,[GUA] Kevin CORDON,,54897,32582,14,Pan America,Guatemala,11/7/2023),MS
41,42,3,,BEL,[BEL] Julien CARRAGGI,,70399,32518,23,Europe,Belgium,11/7/2023),MS
42,43,2,,FRA,[FRA] Arnaud MERKLE,,59543,32450,15,Europe,France,11/7/2023),MS
43,44,2,,TPE,[TPE] CHI Yu Jen,,77848,31570,19,Asia,Chinese Taipei,11/7/2023),MS
44,45,1,,DEN,[DEN] Mads CHRISTOPHERSEN,,83938,31240,18,Europe,Denmark,11/7/2023),MS
45,46,3,,CZE,[CZE] Jan LOUDA,,61423,31180,18,Europe,Czechia,11/7/2023),MS
46,47,,,BRA,[BRA] Ygor COELHO,,96429,30430,17,Pan America,Brazil,11/7/2023),MS
47,48,11,,FRA,[FRA] Alex LANIER,,94580,29510,13,Europe,France,11/7/2023),MS
48,49,1,,ESA,[ESA] Uriel Francisco CANJURA ARTIGA,,74579,29300,16,Pan America,El Salvador,11/7/2023),MS
49,50,5,,NED,[NED] Mark CALJOUW,,76973,28895,15,Europe,Netherlands,11/7/2023),MS
50,51,,,JPN,[JPN] Yushi TANAKA,,86672,28840,14,Asia,Japan,11/7/2023),MS
51,52,,,JPN,[JPN] Kento MOMOTA,,89785,28700,10,Asia,Japan,11/7/2023),MS
52,53,,,KOR,[KOR] JEON Hyeok Jin,,65580,28369,15,Asia,Korea,11/7/2023),MS
53,54,,,TPE,[TPE] HUANG Yu Kai,,98595,28280,18,Asia,Chinese Taipei,11/7/2023),MS
54,55,1,,FIN,[FIN] Kalle KOLJONEN,,92655,28151,19,Europe,Finland,11/7/2023),MS
55,56,10,,INA,[INA] Shesar Hiren RHUSTAVITO,,81887,28020,9,Asia,Indonesia,11/7/2023),MS
56,57,9,,CHN,[CHN] LEI Lan Xi,,91673,27447,9,Asia,China,11/7/2023),MS
57,58,,,IND,[IND] Mithun MANJUNATH,,62720,27370,18,Asia,India,11/7/2023),MS
58,59,2,,BRA,[BRA] Jonathan MATIAS,,86470,27281,20,Pan America,Brazil,11/7/2023),MS
59,60,5,,SGP,[SGP] Jia Heng Jason TEH,,82606,24686,17,Asia,Singapore,11/7/2023),MS
60,61,1,,MAS,[MAS] CHEAM June Wei,,92796,24650,20,Asia,Malaysia,11/7/2023),MS
61,62,1,,AZE,[AZE] Ade Resky DWICAHYO,,78890,24330,22,Europe,Azerbaijan,11/7/2023),MS
62,63,8,,IND,[IND] Sathish Kumar KARUNAKARAN,,79164,24170,16,Asia,India,11/7/2023),MS
63,64,2,,JPN,[JPN] Koo TAKAHASHI,,86230,23870,13,Asia,Japan,11/7/2023),MS
64,65,2,,DEN,[DEN] Victor SVENDSEN,,59420,23780,14,Europe,Denmark,11/7/2023),MS
65,66,2,,THA,[THA] Sitthikom THAMMASIN,,58963,22584,10,Asia,Thailand,11/7/2023),MS
66,67,13,,HKG,[HKG] CHAN Yin Chak,,57924,22330,11,Asia,Hong Kong China,11/7/2023),MS
67,68,2,,ESP,[ESP] Pablo ABIAN,,14251,22160,20,Europe,Spain,11/7/2023),MS
68,69,2,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,22143,19,Europe,Spain,11/7/2023),MS
69,70,1,,GER,[GER] Kai SCHAEFER,,20808,21978,26,Europe,Germany,11/7/2023),MS
70,71,1,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,21970,23,Asia,India,11/7/2023),MS
71,72,3,,KAZ,[KAZ] Dmitriy PANARIN,,82989,21940,18,Asia,Kazakhstan,11/7/2023),MS
72,73,5,,INA,[INA] Tommy SUGIARTO,,14587,21910,12,Asia,Indonesia,11/7/2023),MS
73,74,14,,MAS,[MAS] Sholeh AIDIL,,79110,21850,12,Asia,Malaysia,11/7/2023),MS
74,75,3,,MAS,[MAS] Justin HOH,,68392,21400,7,Asia,Malaysia,11/7/2023),MS
75,76,3,,IND,[IND] SAI PRANEETH B.,,42776,21220,15,Asia,India,11/7/2023),MS
76,77,3,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,16,Asia,Sri Lanka,11/7/2023),MS
77,78,2,,VIE,[VIE] LE Duc Phat,,69345,20970,17,Asia,Vietnam,11/7/2023),MS
78,79,2,,MAS,[MAS] SOONG Joo Ven,,87117,20860,20,Asia,Malaysia,11/7/2023),MS
79,80,1,,TPE,[TPE] LIAO Jhuo-Fu,,64081,20773,16,Asia,Chinese Taipei,11/7/2023),MS
80,81,4,,ITA,[ITA] Giovanni TOTI,,69253,20432,21,Europe,Italy,11/7/2023),MS
81,82,9,,UKR,[UKR] DANYLO BOSNIUK,,58328,20118,20,Europe,Ukraine,11/7/2023),MS
82,83,,,GER,[GER] Fabian ROTH,,57297,20060,23,Europe,Germany,11/7/2023),MS
83,84,3,,MEX,[MEX] Luis Ramon GARRIDO,,97943,20026,13,Pan America,Mexico,11/7/2023),MS
84,85,3,,USA,[USA] Howard SHU,,46776,19909,23,Pan America,U.S.A.,11/7/2023),MS
85,86,6,,FRA,[FRA] Lucas CLAERBOUT,,89506,19900,12,Europe,France,11/7/2023),MS
86,87,3,,JPN,[JPN] Riku HATANO,,62018,19870,15,Asia,Japan,11/7/2023),MS
87,88,2,,INA,[INA] Christian ADINATA,,69006,19640,6,Asia,Indonesia,11/7/2023),MS
88,89,2,,ITA,[ITA] Fabio CAPONIO,,87691,19365,20,Europe,Italy,11/7/2023),MS
89,90,12,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,19180,7,Europe,Denmark,11/7/2023),MS
90,91,9,,TPE,[TPE] WANG Po-Wei,,87029,18730,11,Asia,Chinese Taipei,11/7/2023),MS
91,92,3,,NED,[NED] Joran KWEEKEL,,62286,18683,16,Europe,Netherlands,11/7/2023),MS
92,93,11,,TPE,[TPE] KUO Kuan Lin,,59077,18420,18,Asia,Chinese Taipei,11/7/2023),MS
93,94,4,,FIN,[FIN] Joakim OLDORFF,,85563,18310,21,Europe,Finland,11/7/2023),MS
94,95,4,,IND,[IND] Sameer VERMA,,77003,18140,7,Asia,India,11/7/2023),MS
95,96,3,,SWE,[SWE] Felix BURESTEDT,,83985,17825,12,Europe,Sweden,11/7/2023),MS
96,97,1,,GER,[GER] Max WEISSKIRCHEN,,84815,17710,18,Europe,Germany,11/7/2023),MS
97,98,3,,INA,[INA] Alwi FARHAN,,58089,17700,9,Asia,Indonesia,11/7/2023),MS
98,99,12,,HKG,[HKG] Jason GUNAWAN,,65634,17660,10,Asia,Hong Kong China,11/7/2023),MS
99,100,6,,AUT,[AUT] Collins Valentine FILIMON,,86887,17510,11,Europe,Austria,11/7/2023),MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,101355,15,Europe,Denmark,11/14/2023,MS
1,2,,,INA,[INA] Anthony Sinisuka GINTING,,95661,86031,18,Asia,Indonesia,11/14/2023,MS
2,3,,,CHN,[CHN] LI Shi Feng,,95476,81948,22,Asia,China,11/14/2023,MS
3,4,,,INA,[INA] Jonatan CHRISTIE,,73442,81871,17,Asia,Indonesia,11/14/2023,MS
4,5,,,JPN,[JPN] Kodai NARAOKA,,62063,80915,22,Asia,Japan,11/14/2023,MS
5,6,,,THA,[THA] Kunlavut VITIDSARN,,64032,79778,17,Asia,Thailand,11/14/2023,MS
6,7,,,CHN,[CHN] SHI Yu Qi,,57945,76874,20,Asia,China,11/14/2023,MS
7,8,,,IND,[IND] PRANNOY H. S.,,83950,76037,19,Asia,India,11/14/2023,MS
8,9,,,SGP,[SGP] LOH Kean Yew,,76115,71062,22,Asia,Singapore,11/14/2023,MS
9,10,,,DEN,[DEN] Anders ANTONSEN,,91554,66610,19,Europe,Denmark,11/14/2023,MS
10,11,,,MAS,[MAS] LEE Zii Jia,,81561,66496,23,Asia,Malaysia,11/14/2023,MS
11,12,,,TPE,[TPE] CHOU Tien Chen,,34810,61917,26,Asia,Chinese Taipei,11/14/2023,MS
12,13,,,JPN,[JPN] Kenta NISHIMOTO,,85394,61757,25,Asia,Japan,11/14/2023,MS
13,14,,,CHN,[CHN] LU Guang Zu,,77427,60850,20,Asia,China,11/14/2023,MS
14,15,,,MAS,[MAS] NG Tze Yong,,81362,59940,24,Asia,Malaysia,11/14/2023,MS
15,16,,,JPN,[JPN] Kanta TSUNEYAMA,,57823,59721,22,Asia,Japan,11/14/2023,MS
16,17,,,IND,[IND] Lakshya SEN,,68870,57851,20,Asia,India,11/14/2023,MS
17,18,,,HKG,[HKG] LEE Cheuk Yiu,,94780,57564,25,Asia,Hong Kong China,11/14/2023,MS
18,19,,,CHN,[CHN] WENG Hong Yang,,77042,56440,20,Asia,China,11/14/2023,MS
19,20,,,HKG,[HKG] NG Ka Long Angus,,45171,54522,24,Asia,Hong Kong China,11/14/2023,MS
20,21,,,TPE,[TPE] LIN Chun-Yi,,86114,49328,25,Asia,Chinese Taipei,11/14/2023,MS
21,22,,,INA,[INA] Chico Aura DWI WARDOYO,,71408,49064,18,Asia,Indonesia,11/14/2023,MS
22,23,,,IND,[IND] KIDAMBI Srikanth,,93627,48183,20,Asia,India,11/14/2023,MS
23,24,2,,JPN,[JPN] Koki WATANABE,,97174,47730,16,Asia,Japan,11/14/2023,MS
24,25,1,,FRA,[FRA] Toma Junior POPOV,,61628,47587,22,Europe,France,11/14/2023,MS
25,26,1,,CAN,[CAN] Brian YANG,,63122,47086,25,Pan America,Canada,11/14/2023,MS
26,27,1,,TPE,[TPE] WANG Tzu Wei,,87375,44720,22,Asia,Chinese Taipei,11/14/2023,MS
27,28,1,,DEN,[DEN] Rasmus GEMKE,,62855,43789,13,Europe,Denmark,11/14/2023,MS
28,29,,,FRA,[FRA] Christo POPOV,,72885,41661,21,Europe,France,11/14/2023,MS
29,30,,,IND,[IND] Priyanshu RAJAWAT,,69093,40170,15,Asia,India,11/14/2023,MS
30,31,,,DEN,[DEN] Magnus JOHANNESEN,,97030,39630,20,Europe,Denmark,11/14/2023,MS
31,32,,,THA,[THA] Kantaphon WANGCHAROEN,,92508,38024,21,Asia,Thailand,11/14/2023,MS
32,33,,,CHN,[CHN] ZHAO Jun Peng,,95930,37668,15,Asia,China,11/14/2023,MS
33,34,,,TPE,[TPE] SU Li Yang,,94397,37350,19,Asia,Chinese Taipei,11/14/2023,MS
34,35,,,TPE,[TPE] LEE Chia Hao,,59322,36478,20,Asia,Chinese Taipei,11/14/2023,MS
35,36,2,,MAS,[MAS] LEONG Jun Hao,,84838,36298,16,Asia,Malaysia,11/14/2023,MS
36,37,2,,JPN,[JPN] Takuma OBAYASHI,,74076,35800,12,Asia,Japan,11/14/2023,MS
37,38,2,,IND,[IND] Kiran GEORGE,,68317,34910,19,Asia,India,11/14/2023,MS
38,39,2,,IRL,[IRL] Nhat NGUYEN,,85095,34659,21,Europe,Ireland,11/14/2023,MS
39,40,,,ISR,[ISR] Misha ZILBERMAN,,52953,33814,19,Europe,Israel,11/14/2023,MS
40,41,11,,JPN,[JPN] Kento MOMOTA,,89785,33480,11,Asia,Japan,11/14/2023,MS
41,42,1,,GUA,[GUA] Kevin CORDON,,54897,33412,15,Pan America,Guatemala,11/14/2023,MS
42,43,1,,BEL,[BEL] Julien CARRAGGI,,70399,32518,23,Europe,Belgium,11/14/2023,MS
43,44,1,,FRA,[FRA] Arnaud MERKLE,,59543,32450,15,Europe,France,11/14/2023,MS
44,45,12,,CHN,[CHN] LEI Lan Xi,,91673,32347,10,Asia,China,11/14/2023,MS
45,46,,,CZE,[CZE] Jan LOUDA,,61423,31730,19,Europe,Czechia,11/14/2023,MS
46,47,3,,TPE,[TPE] CHI Yu Jen,,77848,31570,19,Asia,Chinese Taipei,11/14/2023,MS
47,48,3,,DEN,[DEN] Mads CHRISTOPHERSEN,,83938,31240,18,Europe,Denmark,11/14/2023,MS
48,49,7,,INA,[INA] Shesar Hiren RHUSTAVITO,,81887,30770,10,Asia,Indonesia,11/14/2023,MS
49,50,3,,BRA,[BRA] Ygor COELHO,,96429,30430,17,Pan America,Brazil,11/14/2023,MS
50,51,3,,FRA,[FRA] Alex LANIER,,94580,29510,13,Europe,France,11/14/2023,MS
51,52,3,,ESA,[ESA] Uriel Francisco CANJURA ARTIGA,,74579,29300,16,Pan America,El Salvador,11/14/2023,MS
52,53,1,,TPE,[TPE] HUANG Yu Kai,,98595,29030,19,Asia,Chinese Taipei,11/14/2023,MS
53,54,3,,JPN,[JPN] Yushi TANAKA,,86672,28990,14,Asia,Japan,11/14/2023,MS
54,55,2,,KOR,[KOR] JEON Hyeok Jin,,65580,28899,16,Asia,Korea,11/14/2023,MS
55,56,6,,NED,[NED] Mark CALJOUW,,76973,28895,15,Europe,Netherlands,11/14/2023,MS
56,57,2,,FIN,[FIN] Kalle KOLJONEN,,92655,28771,20,Europe,Finland,11/14/2023,MS
57,58,,,IND,[IND] Mithun MANJUNATH,,62720,27370,18,Asia,India,11/14/2023,MS
58,59,,,BRA,[BRA] Jonathan MATIAS,,86470,27281,20,Pan America,Brazil,11/14/2023,MS
59,60,,,SGP,[SGP] Jia Heng Jason TEH,,82606,25436,18,Asia,Singapore,11/14/2023,MS
60,61,,,MAS,[MAS] CHEAM June Wei,,92796,24650,20,Asia,Malaysia,11/14/2023,MS
61,62,2,,JPN,[JPN] Koo TAKAHASHI,,86230,24620,13,Asia,Japan,11/14/2023,MS
62,63,1,,AZE,[AZE] Ade Resky DWICAHYO,,78890,24330,23,Europe,Azerbaijan,11/14/2023,MS
63,64,1,,IND,[IND] Sathish Kumar KARUNAKARAN,,79164,24170,16,Asia,India,11/14/2023,MS
64,65,,,DEN,[DEN] Victor SVENDSEN,,59420,23780,14,Europe,Denmark,11/14/2023,MS
65,66,14,,TPE,[TPE] LIAO Jhuo-Fu,,64081,23703,17,Asia,Chinese Taipei,11/14/2023,MS
66,67,12,,MAS,[MAS] SOONG Joo Ven,,87117,23190,21,Asia,Malaysia,11/14/2023,MS
67,68,2,,GER,[GER] Kai SCHAEFER,,20808,23058,27,Europe,Germany,11/14/2023,MS
68,69,3,,THA,[THA] Sitthikom THAMMASIN,,58963,22584,10,Asia,Thailand,11/14/2023,MS
69,70,3,,HKG,[HKG] CHAN Yin Chak,,57924,22330,11,Asia,Hong Kong China,11/14/2023,MS
70,71,3,,ESP,[ESP] Pablo ABIAN,,14251,22310,21,Europe,Spain,11/14/2023,MS
71,72,,,KAZ,[KAZ] Dmitriy PANARIN,,82989,22240,19,Asia,Kazakhstan,11/14/2023,MS
72,73,4,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,22143,20,Europe,Spain,11/14/2023,MS
73,74,3,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,21970,23,Asia,India,11/14/2023,MS
74,75,2,,INA,[INA] Tommy SUGIARTO,,14587,21910,12,Asia,Indonesia,11/14/2023,MS
75,76,2,,MAS,[MAS] Sholeh AIDIL,,79110,21850,12,Asia,Malaysia,11/14/2023,MS
76,77,2,,MAS,[MAS] Justin HOH,,68392,21400,7,Asia,Malaysia,11/14/2023,MS
77,78,3,,ITA,[ITA] Giovanni TOTI,,69253,21262,22,Europe,Italy,11/14/2023,MS
78,79,8,,JPN,[JPN] Riku HATANO,,62018,21250,15,Asia,Japan,11/14/2023,MS
79,80,4,,IND,[IND] SAI PRANEETH B.,,42776,21220,15,Asia,India,11/14/2023,MS
80,81,4,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,16,Asia,Sri Lanka,11/14/2023,MS
81,82,4,,VIE,[VIE] LE Duc Phat,,69345,20970,18,Asia,Vietnam,11/14/2023,MS
82,83,1,,UKR,[UKR] DANYLO BOSNIUK,,58328,20118,20,Europe,Ukraine,11/14/2023,MS
83,84,1,,GER,[GER] Fabian ROTH,,57297,20060,22,Europe,Germany,11/14/2023,MS
84,85,6,,TPE,[TPE] WANG Po-Wei,,87029,20040,12,Asia,Chinese Taipei,11/14/2023,MS
85,86,2,,MEX,[MEX] Luis Ramon GARRIDO,,97943,20026,13,Pan America,Mexico,11/14/2023,MS
86,87,2,,USA,[USA] Howard SHU,,46776,19909,23,Pan America,U.S.A.,11/14/2023,MS
87,88,2,,FRA,[FRA] Lucas CLAERBOUT,,89506,19900,12,Europe,France,11/14/2023,MS
88,89,1,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,19730,8,Europe,Denmark,11/14/2023,MS
89,90,2,,INA,[INA] Christian ADINATA,,69006,19640,6,Asia,Indonesia,11/14/2023,MS
90,91,2,,ITA,[ITA] Fabio CAPONIO,,87691,19595,21,Europe,Italy,11/14/2023,MS
91,92,6,,INA,[INA] Alwi FARHAN,,58089,19370,10,Asia,Indonesia,11/14/2023,MS
92,93,1,,NED,[NED] Joran KWEEKEL,,62286,18683,16,Europe,Netherlands,11/14/2023,MS
93,94,1,,TPE,[TPE] KUO Kuan Lin,,59077,18420,19,Asia,Chinese Taipei,11/14/2023,MS
94,95,1,,FIN,[FIN] Joakim OLDORFF,,85563,18310,21,Europe,Finland,11/14/2023,MS
95,96,1,,IND,[IND] Sameer VERMA,,77003,18140,7,Asia,India,11/14/2023,MS
96,97,,,GER,[GER] Max WEISSKIRCHEN,,84815,17710,18,Europe,Germany,11/14/2023,MS
97,98,1,,HKG,[HKG] Jason GUNAWAN,,65634,17660,10,Asia,Hong Kong China,11/14/2023,MS
98,99,1,,AUT,[AUT] Collins Valentine FILIMON,,86887,17510,11,Europe,Austria,11/14/2023,MS
99,100,2,,VIE,[VIE] NGUYEN Hai Dang,,64648,17270,18,Asia,Vietnam,11/14/2023,MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,105655,16,Europe,Denmark,11/21/2023,MS
1,2,,,INA,[INA] Anthony Sinisuka GINTING,,95661,86031,19,Asia,Indonesia,11/21/2023,MS
2,3,1,,INA,[INA] Jonatan CHRISTIE,,73442,82111,18,Asia,Indonesia,11/21/2023,MS
3,4,1,,CHN,[CHN] LI Shi Feng,,95476,81948,21,Asia,China,11/21/2023,MS
4,5,,,JPN,[JPN] Kodai NARAOKA,,62063,80915,22,Asia,Japan,11/21/2023,MS
5,6,,,THA,[THA] Kunlavut VITIDSARN,,64032,79778,17,Asia,Thailand,11/21/2023,MS
6,7,,,CHN,[CHN] SHI Yu Qi,,57945,77674,20,Asia,China,11/21/2023,MS
