,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
716,ETid-671,SPAIN,2021-05-04,"1,500,000","EDP Energía, S.A.U","Art. 13 GDPR, Art. 25 GDPR",Insufficient fulfilment of information obligations
717,ETid-670,SPAIN,2021-05-04,"1,500,000","EDP Comercializadora, S.A.U.","Art. 13 GDPR, Art. 25 GDPR",Insufficient fulfilment of information obligations
718,ETid-669,ICELAND,2021-04-29,"23,100",InfoMentor ehf,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security
719,ETid-668,ROMANIA,2021-05-07,"2,000",World Class România S.A.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
720,ETid-667,NORWAY,2021-05-05,Only intention to issue fine,Disqus Inc.,"Art. 5 (1), (2) GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
721,ETid-666,HUNGARY,2021-03-24,"27,700",Budapest Főváros Kormányhivatala XI. kerületi Hivatalát (11th District Public Health Department of the Government Office of the Capital City Budapest),"Art. 32 (1) a), b) GDPR, Art. 32 (2) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security
722,ETid-665,FINLAND,2021-04-21,"75,000",ParkkiPate Oy,"Art. 5 (1) c) GDPR, Art. 12 (3), (4), (6) GDPR, Art. 14 (2) a) GDPR, Art. 14 (3) GDPR, Art. 15 GDPR, Art. 17 (1) a) GDPR, Art. 25 (2) GDPR",Insufficient fulfilment of data subjects rights
723,ETid-664,BELGIUM,2021-04-26,"100,000",Financial company,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
724,ETid-663,ITALY,2021-03-25,"20,000",GEDI News Network Spa,"Art. 12 (3), (4) GDPR",Insufficient legal basis for data processing
725,ETid-662,ITALY,2021-03-25,"30,000",OneDirect Srl,"Art. 6 (1) GDPR, Art. 7 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR",Insufficient legal basis for data processing
726,ETid-661,ITALY,2021-03-11,"80,000",Planet Group Spa,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 21 (2), (3) GDPR, Art. 12 (3) GDPR, Art. 25 (1) GDPR",Insufficient legal basis for data processing
727,ETid-660,ITALY,2021-03-11,"15,000",Mediacom s.r.l.,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
728,ETid-659,THE NETHERLANDS,2021-03-11,"600,000",Municipality of Enschede,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
729,ETid-658,SPAIN,2021-04-27,"15,000",Anytime Fitness Iberia S.L.,"Art. 17 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
730,ETid-657,SPAIN,2021-04-27,"3,000",Pagamastarde S.L.,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights
731,ETid-656,SPAIN,2021-04-23,"1,000,000",Equifax Iberica S.L.,"Art. 5 (1) a), b), c), d) GDPR, Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing
732,ETid-655,CZECH REPUBLIC,2020,"19,200",Unknown,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 (2), (3), Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 19 GDPR, Art. 20 GDPR, Art. 21 GDPR, Art. 22 GDPR",Non-compliance with general data processing principles
733,ETid-654,CZECH REPUBLIC,2020,Unknown,Unknown,Art. 5 (1) a) GDPR,Insufficient legal basis for data processing
734,ETid-653,CZECH REPUBLIC,2020,Unknown,Municipality,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 13 GDPR, Art. 14 (3) GDPR",Insufficient legal basis for data processing
735,ETid-652,CZECH REPUBLIC,2020,"3,850",Television broadcaster,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations
736,ETid-651,CZECH REPUBLIC,2020,Unknown,Unknown,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
737,ETid-650,CZECH REPUBLIC,2020,Unknown,Bank,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Non-compliance with general data processing principles
738,ETid-649,CZECH REPUBLIC,2020,Unknown,Healthcare provider,"Art. 5 (1) a) GDPR, Art. 12 (1) GDPR, Art. 28 (2), (3) GDPR",Insufficient fulfilment of information obligations
739,ETid-648,CZECH REPUBLIC,2020,Unknown,Public university,"Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
740,ETid-647,ITALY,2021-03-11,"3,000",Comune di San Marco in Lamis,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR",Insufficient legal basis for data processing
741,ETid-646,GREECE,2021-04-16,"2,000",Candidate for parliamentary elections,"Art. 15 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of data subjects rights
742,ETid-645,SPAIN,2021-04-22,"4,000",HazteOir.Org,Art. 6 GDPR,Insufficient legal basis for data processing
743,ETid-644,SPAIN,2021-04-22,"1,500",Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
744,ETid-643,NORWAY,2021-03-21,"19,900",Basaren Drift AS,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
745,ETid-642,SPAIN,2021-04-20,"8,000",Highcliffe Estates Marbella S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
746,ETid-641,CZECH REPUBLIC,2020,"1,900",Unknown,"Art. 12 (2) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights
747,ETid-640,CZECH REPUBLIC,2020-05-26,Unknown,Unknown,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
748,ETid-639,CZECH REPUBLIC,2020,387,Private healthcare provider,"Art. 24 GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
749,ETid-638,SPAIN,2021-04-19,"1,500",Pub owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
750,ETid-637,ROMANIA,2021-04-19,"1,500",Lugera & Makler Broker S.R.L.,"Art. 29 GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
751,ETid-636,SPAIN,2021-04-13,"90,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
752,ETid-635,SPAIN,2021-04-15,"3,000",Private Individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
753,ETid-634,GREECE,2020-04-07,"2,000",Ιγνατιάδης Νικόλαος και ΣΙΑ Ε.Ε.,"Art. 5 (1) c) GDPR, Art. 6 (1) f) GDPR",Non-compliance with general data processing principles
754,ETid-633,ROMANIA,2021-04-15,"5,000",S.C. Tip Top Food Industry S.R.L,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing
755,ETid-632,CZECH REPUBLIC,2020,Unknown,Ski rental company,"Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 7 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 19 GDPR, Art. 20 GDPR, Art. 21 GDPR",Non-compliance with general data processing principles
756,ETid-631,CZECH REPUBLIC,2020,"2,700",Mall.tv,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
757,ETid-630,SPAIN,2021-04-08,"60,000","Kutxabank, S.A.",Art. 17 GDPR,Insufficient fulfilment of data subjects rights
758,ETid-629,ITALY,2021-02-25,"6,000",Azienda Ospedaliera Universitaria Careggi,"Art. 5 GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
759,ETid-628,NORWAY,2021-04-09,"3,400",Miljø- og Kvalitetsledelse AS,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
760,ETid-627,NORWAY,2021-03-15,"100,000",Asker Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 (1) b) GDPR, Art. 24 GDPR",Insufficient technical and organisational measures to ensure information security
761,ETid-626,GREECE,2021-03-22,"2,000",Candidate for parliamentary elections,"Art. 15 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of data subjects rights
762,ETid-625,ITALY,2021-02-11,"45,000",Istituti ospedalieri bergamaschi,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
763,ETid-624,SPAIN,2021-04-06,"2,400",Promotech Digital S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights
764,ETid-623,SPAIN,2021-04-05,"4,000",Stockhunters S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
765,ETid-622,SPAIN,2021-04-05,"3,000",Electrotecnica Bastida S.L.,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
766,ETid-621,SPAIN,2021-04-05,"3,000",Kukimbia S.L.,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
767,ETid-620,ITALY,2021-03-25,"4,500,000",Fastweb S.p.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GPDR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Non-compliance with general data processing principles
768,ETid-619,ITALY,2021-02-25,"4,000","Ministero dell’Istruzione, Ufficio Scolastico Regionale per il Lazio","Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
769,ETid-618,ITALY,2021-02-11,"60,000",Roma Servizi per La Mobilita S.r.l.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
770,ETid-617,ITALY,2021-02-11,"350,000",Roma Capitale,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
771,ETid-616,ITALY,2021-02-25,"20,000",Gedi Gruppo Editoriale S.p.A.,Art. 5 (1) a) GDPR,Insufficient legal basis for data processing
772,ETid-615,ITALY,2021-02-11,"5,000",Fondazione di religione e di culto “Casa sollievo della sofferenza” Opera di San Pio da Pietrelcina,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
773,ETid-614,ITALY,2021-02-25,"6,000",Comune di Commezzadura,"Art. 5 (1) a), c) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
774,ETid-613,ROMANIA,2021-03-30,"10,000",Telekom Romania Mobile Communications S.A.,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
775,ETid-612,THE NETHERLANDS,2020-12-10,"475,000",Booking.com B.V.,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations
776,ETid-611,NORWAY,2021-03-08,"14,900",Dragefossen AS,"Art. 5 (1) a) GPDR, Art. 6 (1) GDPR",Insufficient legal basis for data processing
777,ETid-610,ITALY,2021-02-25,"2,000",Comune di Conflenti,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR",Insufficient legal basis for data processing
778,ETid-609,SPAIN,2021-03-15,"600,000","Air Europa Lineas Aereas, SA.","Art. 32 (1) GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security
779,ETid-608,NORWAY,2021-03-15,"4,900",Ålesund Municipality,"Art. 32 (1) b) GDPR, Art. 24 (1) GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security
780,ETid-607,SPAIN,2021-03-23,"1,000","Laboratorio Octogón, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
781,ETid-606,ROMANIA,2021-03-23,"2,000",S.C. Medicover S.R.L.,"Art. 32 (1) b), (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
782,ETid-605,SPAIN,2021-03-16,"60,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
783,ETid-604,SPAIN,2021-03-18,"3,000",Asesoría Alpi-Clúa S.L.,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles
784,ETid-603,SPAIN,2021-03-15,"2,000",Heredad de Urueña S.A.,Art. 13 GDPR,Insufficient fulfilment of information obligations
785,ETid-602,SPAIN,2021-03-15,"3,000",Cultural association,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing
786,ETid-601,BELGIUM,2021-03-15,"1,000",School,"Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 8 GDPR",Insufficient legal basis for data processing
787,ETid-600,ITALY,2021-01-14,"75,000",Regione Lazio,"Art. 5 (2) GDPR, Art. 28 GDPR",Insufficient data processing agreement
788,ETid-599,ITALY,2021-02-11,"75,000",Ministero dello Sviluppo Economico,"Art. 5 (1) a), b), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 37 (1), (7) GDPR",Non-compliance with general data processing principles
789,ETid-598,ITALY,2020-12-17,"2,000",Ordine degli Assistenti Sociali della Regione Lazio,"Art. 12 (3), (4) GDPR",Insufficient fulfilment of data subjects rights
790,ETid-597,SPAIN,2021-03-15,"5,000",Certime S.A.,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles
791,ETid-596,SPAIN,2021-03-12,"12,000","NBQ Technology, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
792,ETid-595,SPAIN,2021-03-12,"1,500",Private Person,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
793,ETid-594,SPAIN,2021-03-11,"8,150,000","Vodafone España, S.A.U.","Art. 28 GDPR, Art. 24 GDPR, Art. 44 GDPR, Art. 21 LSSI, Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD",Insufficient fulfilment of data subjects rights
794,ETid-593,SPAIN,2021-03-10,"90,000",Xfera Moviles S.A.,"Art. 5 (1) f) GDPR, Art. 17 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
795,ETid-592,SPAIN,2021-03-10,"50,000",Equifax Iberica S.L.,Art. 6 (1) f) GDPR,Insufficient legal basis for data processing
796,ETid-591,ITALY,2021-02-25,"300,000",Istituto Nazionale Previdenza Sociale (INPS),"Art. 5 (1) a), c), d) GDPR, Art. 25 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
797,ETid-590,ITALY,2020-12-17,"10,000",Comune di Luino,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 37 (1) a) GDPR, Art. 37 (7) GDPR",Non-compliance with general data processing principles
798,ETid-589,ITALY,2020-12-17,"4,000",Comune di Santo Stefano Belbo,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR",Non-compliance with general data processing principles
799,ETid-588,SPAIN,2021-03-10,"8,000",Filigrana Comunicación S.L.U.,"Art. 6 (1) GDPR, Art. 13 GPDR, Art. 14 GDPR",Insufficient fulfilment of information obligations
800,ETid-587,SPAIN,2021-03-10,"10,000",Hospital Campogrande DE,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
801,ETid-586,GERMANY,2021-03-10,"300,000",VfB Stuttgart 1893 AG,Art. 5 (2) GDPR,Non-compliance with general data processing principles
802,ETid-585,SPAIN,2021-03-09,"15,000",Homeowners Association,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles
803,ETid-584,POLAND,2021-01-11,"30,000",Enea S.A.,Art. 33 (1) GDPR,Insufficient fulfilment of data breach notification obligations
804,ETid-583,POLAND,2021-01-15,"4,600",Anwara Sp. z.o.o.,"Art. 31 GDPR, Art. 58 (1) a) GDPR",Insufficient cooperation with supervisory authority
805,ETid-582,ROMANIA,2021-03-04,500,Natural person holding the position of General Secretary for a political party in Bucharest,"Art. 32 (1), (2) GDPR, Art. 58 (1) a), e) GDPR",Insufficient technical and organisational measures to ensure information security
806,ETid-581,CYPRUS,2021-03-03,"40,000",Electricity Authority of Cyprus,"Art. 6 (1) GDPR, Art. 9 (2) GDPR",Insufficient legal basis for data processing
807,ETid-580,CYPRUS,2021-03-03,"6,000",KEPIDES,Art. 32 (4),Insufficient technical and organisational measures to ensure information security
808,ETid-579,CYPRUS,2021-03-03,"10,000",Cypriot Real Estate Registration Authority,"Art. 12 GDPR, Art. 15 GDPR, Art. 31 GDPR, Art. 58 (1) e) GDPR",Insufficient fulfilment of information obligations
809,ETid-578,CYPRUS,2021-03-03,"25,000",Hellenic Bank,"Art. 5 (1) e), f) GDPR, Art. 32 (1) b), c) GDPR, Art. 33 (1) GDPR",Insufficient technical and organisational measures to ensure information security
810,ETid-577,SPAIN,2021-03-02,"200,000","I-DE Redes Eléctricas Inteligentes, S.A.U","Art. 5 (1) b), c) GDPR, Art. 6 (1) b) GDPR",Non-compliance with general data processing principles
811,ETid-576,LITHUANIA,2021-03-02,"15,000",Registrų Centras,"Art. 32 (1) b), c) GDPR",Insufficient technical and organisational measures to ensure information security
812,ETid-575,GERMANY,2021-03-03,0,Private Individual,"Art. 5 GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
813,ETid-574,SPAIN,2021-03-02,"9,000",Unknown,"Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
814,ETid-573,NORWAY,2021-03-02,"24,400",Unknown,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
815,ETid-572,LITHUANIA,2021-02-26,"3,000",IT sprendimai sėkmei,"Art. 5 (1), (2) GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 35 GDPR, Art. 58 (2) f) GDPR",Non-compliance with general data processing principles
816,ETid-571,LITHUANIA,2021-02-26,"12,000",Nacionaliniam visuomenės sveikatos centrui (NVSC),"Art. 5 (1), (2) GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 35 GDPR, Art. 58 (2) f) GDPR",Non-compliance with general data processing principles
817,ETid-570,IRELAND,2020-08-12,"85,000",Tusla Child and Family Agency,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
818,ETid-569,HUNGARY,2020-12-10,"22,200",Budapesti Műszaki és Gazdaságtudományi Egyetem (Budapest University of Technology and Economics),"Art. 5 (1) a), b), c) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
819,ETid-568,HUNGARY,2020-12-16,"97,150",Unknown,"Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 9 (1) GDPR, Art. 12 GDPR",Insufficient legal basis for data processing
820,ETid-567,SPAIN,2021-02-24,"12,000",Avilon Center 2016 S.L.,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights
821,ETid-566,CROATIA,2021-02-22,Unknown,Security company (name not available at the moment),"Art. 32 (1) b), d) GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
822,ETid-565,SPAIN,2021-02-12,"1,600","Ripobruna 207, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
823,ETid-564,POLAND,2021-02-11,"22,200",Krajowa Szkoła Sądownictwa i Prokuratury,"Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 28 (3) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
824,ETid-563,ITALY,2021-01-14,"18,000",Azienda Usl di Bologna,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
825,ETid-562,ITALY,2021-01-14,"2,000",Poliambulatorio Talenti S.r.l.,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
826,ETid-561,ITALY,2021-01-27,"50,000",Azienda Ospedaliero Universitaria di Parma,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
827,ETid-560,ITALY,2021-01-27,"50,000",Azienda Ospedaliero Universitaria Senese,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
828,ETid-559,ITALY,2021-01-27,"50,000",Azienda USL della Romagna,"Art. 5 (1) a), d), f) GDPR, Art. 9 GDPR, Art. 32 (1) b) GDPR",Non-compliance with general data processing principles
829,ETid-558,ITALY,2021-01-14,"30,000",Azienda sanitaria provinciale di Enna,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing
830,ETid-557,SPAIN,2021-02-16,"1,000",The Washpoint S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
831,ETid-556,ITALY,2021-01-14,"8,000",Agenzia regionale protezione ambientale Campania (ARPAC),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
832,ETid-555,THE NETHERLANDS,2021-02-11,"440,000",OLVG,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
833,ETid-554,SPAIN,2021-02-12,"120,000","Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
834,ETid-553,LATVIA,2021-02-09,"65,000",Lursoft IT SIA,Art. 6 (1) GDPR,Insufficient legal basis for data processing
835,ETid-552,IRELAND,2020-12-17,"70,000",University College Dublin,"Art. 5 (1) e), f) GDPR, Art. 32 (1) GDPR, Art. 33 (1) GDPR",Insufficient technical and organisational measures to ensure information security
836,ETid-551,POLAND,2021-01-05,"19,000",Unknown,"Art. 34 (1), (2) GDPR, Art. 58 (2) e) GDPR",Insufficient fulfilment of data breach notification obligations
837,ETid-550,ROMANIA,2021-02-10,"1,000",ING Bank N.V. Amsterdam - Bucharest office,"Art. 29 GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security
838,ETid-549,SPAIN,2021-02-11,"24,000",Vamavi Phone S.L.,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD, Art. 28 GDPR",Insufficient fulfilment of data subjects rights
839,ETid-548,SPAIN,2021-02-09,"5,000",Predase Servicios Integrales S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
840,ETid-547,SPAIN,2021-02-08,"5,000",Private Person,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
841,ETid-546,SPAIN,2021-02-08,"3,000",Patio Ancestral S.L.,Art. 6 GDPR,Insufficient legal basis for data processing
842,ETid-545,SPAIN,2021-02-04,"2,000",Private Person,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
843,ETid-544,SPAIN,2021-02-03,"100,000",Iberdrola Clientes,"Art. 5 (1) d) GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights
844,ETid-543,ITALY,2020-11-26,"3,000",Charly Mike s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
845,ETid-542,SPAIN,2021-02-01,"3,000","IDFINANCE Spain, S.L.",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security
846,ETid-541,SPAIN,2021-02-01,"24,000",Xfera Moviles S.A.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority
847,ETid-540,NORWAY,2021-02-03,"19,300",Cyberbook AS,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
848,ETid-539,ITALY,2020-12-17,"100,000",Azienda Unità Sanitaria Locale Toscana Sud Est,"Art. 5 (1) f) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles
849,ETid-538,POLAND,2020-12-09,"2,850",Smart Cities Sp. z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority
850,ETid-537,BELGIUM,2021-01-27,"50,000",Family Service / N.D.P.K. nv.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing
851,ETid-536,FRANCE,2021-01-27,"75,000",Unknown,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
852,ETid-535,FRANCE,2021-01-27,"150,000",Unknown,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
853,ETid-534,SPAIN,2021-01-21,"75,000","Telefónica Móviles España, SAU",Art. 6 (1) GDPR,Insufficient legal basis for data processing
854,ETid-533,BELGIUM,2021-01-22,"25,000",Unknown,"Art. 5 (1) f), (2) GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 33 (1), (5) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security
855,ETid-532,ITALY,2020-12-17,"40,000",Miropass S.r.l.,"Art. 5 (1) a), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing
856,ETid-531,ITALY,2020-12-17,"500,000",Roma Capitale (Rome Municipality),"Art. 5 (1) a) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 28 (2), (3) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles
857,ETid-530,NORWAY,2021-01-19,"9,700",Aquateknikk AS,"Art. 5 GPDR, Art. 6 GDPR",Insufficient legal basis for data processing
858,ETid-529,SPAIN,2021-01-21,"50,000",Alterna Operador Integral S.L.,Art. 6 (1) b) GDPR,Insufficient legal basis for data processing
859,ETid-528,SPAIN,2021-01-20,"1,200",Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
860,ETid-527,POLAND,2021-01-05,"5,500",Śląski Uniwersytet Medyczny (Medical University of Silesia),"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations
861,ETid-526,BELGIUM,2021-01-12,"10,000",Unknown,"Art. 6 (1) GDPR, Art. 12 (3) GDPR, Art. 21 (1) GDPR",Insufficient legal basis for data processing
862,ETid-525,NORWAY,2021-01-14,"38,600",Coop Finnmark SA,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
863,ETid-524,NORWAY,2021-01-12,"38,600",Unknown,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
864,ETid-523,HUNGARY,2020-11-18,28,Unknown,Art. 5 (1) d) GDPR,Non-compliance with general data processing principles
865,ETid-522,SPAIN,2021-01-13,"6,000,000",Caixabank S.A.,"Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing
866,ETid-521,ITALY,2020-10-29,"4,000",Borgo Fonte Scura s.r.l.,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
867,ETid-520,ITALY,2020-10-29,"20,000",Gaypa s.r.l.,"Art. 5 (1) a), c), e) GDPR, Art. 12 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
868,ETid-519,GERMANY,2021-01-08,"10,400,000",notebooksbilliger.de,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
869,ETid-518,ESTONIA,2020-12-01,"100,000",Azeta.ee e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
870,ETid-517,ESTONIA,2020-12-01,"100,000",Südameapteegi e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
871,ETid-516,ESTONIA,2020-12-01,"100,000",Apotheka e-apteek,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
872,ETid-515,NORWAY,2021-01-07,"7,250",Gveik AS,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
